,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,unixTime,processedText,processedSummary
421,5,False,"04 21, 2014",A2T146POE1RZTX,B00006L9LC,{'Size:': ' -'},Abbakadabba,"I am a diehard bare minerals fan. Every single brush I own is by bare minerals EXCEPT for this one. I've used this brush nearly every day for at least 5 years now and the only reason I can tell its not brand-new is because the words ""Elizabeth Arden"" have worn off. I've never ever had a single bristle fall out of the brush, even when I'm washing it. I also take good care of it and wash it every week with baby shampoo. (Side Note: baby shampoo is significantly less expensive and works better than any ""makeup brush shampoo"")

The bristles are unbelievably soft and give a really even powder coverage and its very easy to vary the fullness of coverage with this brush. The angle is absolutely perfect for applying foundation. I find that this brush works really well with the Bare Minerals loose powder foundation, though I've gotten wonderful results using this brush with pressed powder as well.

This brush is extremely high quality, worth every penny and if you take care of it, it will last you forever.",The BEST Foundation Brush,1398038400,2,,2014-04-21,"['diehard', 'bare', 'mineral', 'fan', 'every', 'single', 'brush', 'bare', 'mineral', 'except', 'one', 'ihave', 'used', 'brush', 'nearly', 'every', 'day', 'least', 'year', 'reason', 'tell', 'brand', 'new', 'word', 'elizabeth', 'arden', 'worn', 'ihave', 'never', 'ever', 'single', 'bristle', 'fall', 'brush', 'even', 'iam', 'washing', 'also', 'take', 'good', 'care', 'wash', 'every', 'week', 'baby', 'shampoo', 'side', 'note', 'baby', 'shampoo', 'significantly', 'le', 'expensive', 'work', 'better', 'makeup', 'brush', 'shampoo', 'bristle', 'unbelievably', 'soft', 'give', 'really', 'even', 'powder', 'coverage', 'easy', 'vary', 'fullness', 'coverage', 'brush', 'angle', 'absolutely', 'perfect', 'applying', 'foundation', 'find', 'brush', 'work', 'really', 'well', 'bare', 'mineral', 'loose', 'powder', 'foundation', 'though', 'ihave', 'gotten', 'wonderful', 'result', 'using', 'brush', 'pressed', 'powder', 'well', 'brush', 'extremely', 'high', 'quality', 'worth', 'every', 'penny', 'take', 'care', 'last', 'forever']","['best', 'foundation', 'brush']"
114,5,True,"01 15, 2017",AZ520NWW40I9B,B00006L9LC,{'Size:': ' 6'},Abigail Harden,My male roommate and I both love this shampoo! My hair looks healthy and never dry or frizzy when I use it consistently. All the Theorie products I have used have been excellent and do exactly what they promise. I would recommend it to anyone!,Best shampoo I've ever used!,1484438400,,,2017-01-15,"['male', 'roommate', 'love', 'shampoo', 'hair', 'look', 'healthy', 'never', 'dry', 'frizzy', 'use', 'consistently', 'theorie', 'product', 'used', 'excellent', 'exactly', 'promise', 'would', 'recommend', 'anyone']","['best', 'shampoo', 'ihave', 'ever', 'used']"
844,5,False,"03 12, 2013",A1PI9G3J7CJRDR,B0009RF9DW,{'Size:': ' 33.8 oz'},Adam,"I love this body wash though it's becoming harder and harder to find. One bottle lasts about 6 months for me, and the lather is amazing. More lather than any other shower gel I've ever used. The smell is amazing; not too strong, not too faint. It's too bad you can't find it anymore.",Amazing Lather!,1363046400,,,2013-03-12,"['love', 'body', 'wash', 'though', 'itis', 'becoming', 'harder', 'harder', 'find', 'one', 'bottle', 'last', 'month', 'lather', 'amazing', 'lather', 'shower', 'gel', 'ihave', 'ever', 'used', 'smell', 'amazing', 'strong', 'faint', 'itis', 'bad', 'find', 'anymore']","['amazing', 'lather']"
3137,1,True,"08 18, 2013",A3J034YH7UG4KT,B0013NB7DW,{'Size:': ' 7 Ounce'},Adam,Electric razors don't get a closer shave than standards ones so I got this.  This did not do the trick just smells bad.,Doesnt get a closer shave,1376784000,,,2013-08-18,"['electric', 'razor', 'donnot', 'get', 'closer', 'shave', 'standard', 'one', 'got', 'trick', 'smell', 'bad']","['doesnt', 'get', 'closer', 'shave']"
2,1,True,"08 18, 2013",A3J034YH7UG4KT,B0000530HU,"{'Size:': ' 7.0 oz', 'Flavor:': ' Classic Ice Blue'}",Adam,I bought this to smell nice after I shave.  When I put it on I smelled awful.  I am 19 and I smelled like a grandmother with too much perfume.,Smells awful,1376784000,,,2013-08-18,"['bought', 'smell', 'nice', 'shave', 'put', 'smelled', 'awful', 'smelled', 'like', 'grandmother', 'much', 'perfume']","['smell', 'awful']"
5,5,True,"12 26, 2013",A1RQQV9HYHDHDN,B00009W3PA,{'Size:': ' 6-Foot'},Adam Baer,I purchasaed a new dryer and did not want to reuse the cord from my old unit. This unit installed in a pretty straight forward manor. Quality was as expected. No Complaints,Easy install,1388016000,,,2013-12-26,"['purchasaed', 'new', 'dryer', 'want', 'reuse', 'cord', 'old', 'unit', 'unit', 'installed', 'pretty', 'straight', 'forward', 'manor', 'quality', 'expected', 'complaint']","['easy', 'install']"
30,5,True,"11 1, 2015",A1RQQV9HYHDHDN,B00126NABC,,Adam Baer,"Worked as expected, quality GE product. Water tastes good. Would recommend and will buy again.",Easy install,1446336000,,,2015-11-01,"['worked', 'expected', 'quality', 'ge', 'product', 'water', 'taste', 'good', 'would', 'recommend', 'buy']","['easy', 'install']"
51,5,True,"07 3, 2016",A1RQQV9HYHDHDN,B0015UGPWQ,{'Size Name:': ' 4 Inch'},Adam Baer,"Moved into new apt, needed dryer vent hose, this fit the bill. The compression clamps made install a snap.",Quick and easy install,1467504000,,,2016-07-03,"['moved', 'new', 'apt', 'needed', 'dryer', 'vent', 'hose', 'fit', 'bill', 'compression', 'clamp', 'made', 'install', 'snap']","['quick', 'easy', 'install']"
865,5,True,"08 15, 2012",A3ESPH5CN0GMIJ,B0009RF9DW,{'Size:': ' 163'},Adam Howard,"This soap has a very pleasant smell, but most importantly it is very concentrated and so you don't need to use as much soap (saving you money and resources).  I used this for medical reasons (jock itch) and found that the tea tree solution helps.  However Tea Tree is often very costly and to be able to buy this in bulk at such a good value... I would strongly recommend.",Outstanding value,1344988800,,,2012-08-15,"['soap', 'pleasant', 'smell', 'importantly', 'concentrated', 'donnot', 'need', 'use', 'much', 'soap', 'saving', 'money', 'resource', 'used', 'medical', 'reason', 'jock', 'itch', 'found', 'tea', 'tree', 'solution', 'help', 'however', 'tea', 'tree', 'often', 'costly', 'able', 'buy', 'bulk', 'good', 'value', 'would', 'strongly', 'recommend']","['outstanding', 'value']"
389,5,True,"10 4, 2014",A12I397MEWA1VB,B00006L9LC,{'Size:': ' 13'},Adrienne Gottlieb,Excellent product.,Five Stars,1412380800,,,2014-10-04,"['excellent', 'product']","['five', 'star']"
19,5,True,"04 23, 2018",AX0ZEGHH0H525,B00006L9LC,{'Size:': ' Small'},Aida A,Suffered from itchiness under my hair for couple of years. This product cured the itchiness completely. I took some 4-5 drops of it and then massaged my wet head for a minute approximately. After 2 uses noticed a considerable difference. It definitely gets the job done!,Scalp-healing,1524441600,5,['https://images-na.ssl-images-amazon.com/images/I/71BMgGEkDjL._SY88.jpg'],2018-04-23,"['suffered', 'itchiness', 'hair', 'couple', 'year', 'product', 'cured', 'itchiness', 'completely', 'took', 'drop', 'massaged', 'wet', 'head', 'minute', 'approximately', 'us', 'noticed', 'considerable', 'difference', 'definitely', 'get', 'job', 'done']","['scalp', 'healing']"
187,5,True,"07 2, 2016",A1L887BYCTVXH6,B00006L9LC,{'Size:': ' 463'},Aidan D.,Miami is my favorite,Five Stars,1467417600,,,2016-07-02,"['miami', 'favorite']","['five', 'star']"
629,5,True,"09 5, 2015",A1B5D7AI4KYG98,B0009RF9DW,{'Size:': ' 290'},Al hermosillo,Very good stuff,Five Stars,1441411200,,,2015-09-05,"['good', 'stuff']","['five', 'star']"
29,5,False,"04 7, 2018",A2813CU4C11BIE,B00006L9LC,{'Size:': ' Small'},Alexandra,"Been looking for good shampoo that would work with my dry hair for a long time. Tried a lot of options. This is the one. Hair feels as clean as possible after use. Also, deals with dandruff problem easily. No more snowy shoulders.",Great product.,1523059200,,,2018-04-07,"['looking', 'good', 'shampoo', 'would', 'work', 'dry', 'hair', 'long', 'time', 'tried', 'lot', 'option', 'one', 'hair', 'feel', 'clean', 'possible', 'use', 'also', 'deal', 'dandruff', 'problem', 'easily', 'snowy', 'shoulder']","['great', 'product']"
444,5,True,"11 11, 2013",A1SRZ1S3FJPU1D,B00006L9LC,{'Size:': ' 29'},Alexandre,"This product was definitely a good deal for me. No surprises about the delivery estimated time and especially (and much more important) because the product that arrived here was exactly what I was expecting.

The seller did everything just like promised and I will have no hesitation in buying something with him again if I get interested by any of his products.

By the way, this bottle has an excelent size for saving money by buying in big quantities, so a definitely recomend it!","Good product, no delivery surprises!",1384128000,,,2013-11-11,"['product', 'definitely', 'good', 'deal', 'surprise', 'delivery', 'estimated', 'time', 'especially', 'much', 'important', 'product', 'arrived', 'exactly', 'expecting', 'seller', 'everything', 'like', 'promised', 'hesitation', 'buying', 'something', 'get', 'interested', 'product', 'way', 'bottle', 'excelent', 'size', 'saving', 'money', 'buying', 'big', 'quantity', 'definitely', 'recomend']","['good', 'product', 'delivery', 'surprise']"
206,5,True,"04 30, 2016",A1R7TTGL0FLO3R,B00006L9LC,{'Size:': ' 1'},Algut,Excellent product,Five Stars,1461974400,,,2016-04-30,"['excellent', 'product']","['five', 'star']"
793,5,True,"10 10, 2013",A3T466V6635L3Z,B0009RF9DW,{'Size:': ' 113'},Ali Ayyash,"This is the best body wash I've ever used. I use it every day and it's the only body wash that leaves my body smelling good for a prolonged period of time, and at the same time reduce the greasiness of the skin.",You'll feel clean and smell good.,1381363200,,,2013-10-10,"['best', 'body', 'wash', 'ihave', 'ever', 'used', 'use', 'every', 'day', 'itis', 'body', 'wash', 'leaf', 'body', 'smelling', 'good', 'prolonged', 'period', 'time', 'time', 'reduce', 'greasiness', 'skin']","['youwill', 'feel', 'clean', 'smell', 'good']"
171,5,True,"04 8, 2018",A2IJJUO99LXIXG,B001IKJOLW,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Aline J Cone,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,1523145600,,,2018-04-08,"['love', 'shoe', 'true', 'size', 'comfortable', 'second', 'pair', 'wore', 'first', 'pair', 'good', 'arch', 'support', 'high', 'arch']","['love', 'shoe']"
181,5,True,"03 21, 2018",A36UF843501J4Y,B001IKJOLW,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Alisha K. Casey,I love them! They fit perfect and are very comfortable!!,Five Stars,1521590400,,,2018-03-21,"['love', 'fit', 'perfect', 'comfortable']","['five', 'star']"
524,5,True,"04 24, 2018",A1OWUKMLTHKYG,B0058YEJ5K,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Alison,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe,1524528000,,,2018-04-24,"['really', 'like', 'wear', 'woman', 'got', 'fit', 'perfectly', 'light', 'weight', 'good', 'support', 'buy', 'another', 'pair']","['great', 'shoe']"
209,3,True,"01 9, 2018",A3U0BBRU2Q85LE,B001IKJOLW,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Alix gray,"On the left shoe, there were two stained yellow spots.",Not in perfect condition,1515456000,,,2018-01-09,"['left', 'shoe', 'two', 'stained', 'yellow', 'spot']","['perfect', 'condition']"
466,5,True,"06 4, 2013",A1OZSH4XVMZO5N,B00006L9LC,{'Size:': ' 7'},Allison S.,"Very speedy delivery and the product was exactly as expected. For anyone who hasn't used Biolage products, START. The only shampoo/conditioner that actually performs as promised for my very long, very fine, very long hair! Would definitely buy again from this seller!",Perfect!,1370304000,,,2013-06-04,"['speedy', 'delivery', 'product', 'exactly', 'expected', 'anyone', 'hasnnot', 'used', 'biolage', 'product', 'start', 'shampoo', 'conditioner', 'actually', 'performs', 'promised', 'long', 'fine', 'long', 'hair', 'would', 'definitely', 'buy', 'seller']",['perfect']
4930,5,False,"04 18, 2016",A1GTSEGAXWRSO8,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Juicy Pomegranate'}",AlwaysTruth#1,"Love these Soaps and the Company whom makes them!  All are amazing.
Here is a Wonderful list to help everyone choose there favorite Scents!
Like helping other's.
 Pre de Provence Pure Vegetable Oil Soap - 8.8 oz. bar

With luscious scents and rich lather, these soaps are a customer favorite. Hard-milled to be long-lasting, with Shea Butter and Pure Vegetable Oils to moisturize your skin. Delicately scented and made with all natural ingredients. Individually wrapped bars.

Agrumes (Citrus Fruits) Light citrus blend of grapefruit, citron, and orange.
*Angel's Trumpet Sunny, floral fragrance. Exfoliating.
Apple Pear Summer day in the orchard; fresh and fruity.
Coconut Luscious... The fragrance of the islands.
Green Tea Exotic, sensuous, and tangy.
*Honey Almond Honey and Almond blended into the warm, sweet smell of Provence. Exfoliating.
Jasmin Exotic & floral.
*Juicy Pomegranate Fresh, juicy sweet. Exfoliating.
*Lavender Lavender, the best alternative to a trip to the south of France! Aromatic & woody. Exfoliating.
*Lemongrass Tangy, citrusy, and invigorating. Exfoliating.
*Lime Zest Earthy, citrusy zeal of the lime. Provides the well being of cheer and revitalization. Exfoliating.
Linden Sweet essence of a summer day in Provence. Fresh & clean.
Milk Clean, sweet, and pleasing.
*Mint Leaf Invigorating, refreshing, and restorative. Exfoliating.
Mirabelle Juicy, green floral
Moondance Bright, green, floral
Olive Oil Mild scent, highly moisturizing & non-allergenic. The very best for dry or sensitive skin.

Also good as a baby soap, shaving soap, laundry soap, or kitchen soap.
Peony Subtle, sensual, powdery, and romantic.
Pineapple Scrumptious... Sweet and fruity.
Raspberry Juicy, sunny
*Rose Petal French rose garden in summer. Exfoliating.
*Rosemary Mint Fresh, herbaceous
*Sage Herbal, fresh, and exhilarating. Exfoliating.
Starflower Sparkling, fruity, floral
*Tiare Tropical, creamy floral. Exfoliating.
Verbena Sparkling citrus to excite the senses.
Violette Sugared violets
*White Gardenia A beautiful shrub with fragrant white flowers that create a sweet, silky floral. Exfoliating.

* Asterisks in the list above indicate soaps with exfoliating visible bits of lavender blossoms, rose petals, apricot rind, lemongrass, sage and mint leaves. Along with the richness of shea butter, these botanicals help to exfoliate dead skin cells leaving skin renewed and soft.

.",Amazing Soaps love the Sweet Scents,1460937600,14,,2016-04-18,"['love', 'soap', 'company', 'make', 'amazing', 'wonderful', 'list', 'help', 'everyone', 'choose', 'favorite', 'scent', 'like', 'helping', 'otheris', 'pre', 'de', 'provence', 'pure', 'vegetable', 'oil', 'soap', 'oz', 'bar', 'luscious', 'scent', 'rich', 'lather', 'soap', 'customer', 'favorite', 'hard', 'milled', 'long', 'lasting', 'shea', 'butter', 'pure', 'vegetable', 'oil', 'moisturize', 'skin', 'delicately', 'scented', 'made', 'natural', 'ingredient', 'individually', 'wrapped', 'bar', 'agrumes', 'citrus', 'fruit', 'light', 'citrus', 'blend', 'grapefruit', 'citron', 'orange', 'angelis', 'trumpet', 'sunny', 'floral', 'fragrance', 'exfoliating', 'apple', 'pear', 'summer', 'day', 'orchard', 'fresh', 'fruity', 'coconut', 'luscious', 'fragrance', 'island', 'green', 'tea', 'exotic', 'sensuous', 'tangy', 'honey', 'almond', 'honey', 'almond', 'blended', 'warm', 'sweet', 'smell', 'provence', 'exfoliating', 'jasmin', 'exotic', 'floral', 'juicy', 'pomegranate', 'fresh', 'juicy', 'sweet', 'exfoliating', 'lavender', 'lavender', 'best', 'alternative', 'trip', 'south', 'france', 'aromatic', 'woody', 'exfoliating', 'lemongrass', 'tangy', 'citrusy', 'invigorating', 'exfoliating', 'lime', 'zest', 'earthy', 'citrusy', 'zeal', 'lime', 'provides', 'well', 'cheer', 'revitalization', 'exfoliating', 'linden', 'sweet', 'essence', 'summer', 'day', 'provence', 'fresh', 'clean', 'milk', 'clean', 'sweet', 'pleasing', 'mint', 'leaf', 'invigorating', 'refreshing', 'restorative', 'exfoliating', 'mirabelle', 'juicy', 'green', 'floral', 'moondance', 'bright', 'green', 'floral', 'olive', 'oil', 'mild', 'scent', 'highly', 'moisturizing', 'non', 'allergenic', 'best', 'dry', 'sensitive', 'skin', 'also', 'good', 'baby', 'soap', 'shaving', 'soap', 'laundry', 'soap', 'kitchen', 'soap', 'peony', 'subtle', 'sensual', 'powdery', 'romantic', 'pineapple', 'scrumptious', 'sweet', 'fruity', 'raspberry', 'juicy', 'sunny', 'rose', 'petal', 'french', 'rose', 'garden', 'summer', 'exfoliating', 'rosemary', 'mint', 'fresh', 'herbaceous', 'sage', 'herbal', 'fresh', 'exhilarating', 'exfoliating', 'starflower', 'sparkling', 'fruity', 'floral', 'tiare', 'tropical', 'creamy', 'floral', 'exfoliating', 'verbena', 'sparkling', 'citrus', 'excite', 'sens', 'violette', 'sugared', 'violet', 'white', 'gardenia', 'beautiful', 'shrub', 'fragrant', 'white', 'flower', 'create', 'sweet', 'silky', 'floral', 'exfoliating', 'asterisk', 'list', 'indicate', 'soap', 'exfoliating', 'visible', 'bit', 'lavender', 'blossom', 'rose', 'petal', 'apricot', 'rind', 'lemongrass', 'sage', 'mint', 'leaf', 'along', 'richness', 'shea', 'butter', 'botanical', 'help', 'exfoliate', 'dead', 'skin', 'cell', 'leaving', 'skin', 'renewed', 'soft']","['amazing', 'soap', 'love', 'sweet', 'scent']"
4926,5,True,"05 9, 2016",A1GTSEGAXWRSO8,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Pineapple'}",AlwaysTruth#1,"Love these Soaps and the Company whom makes them! All are amazing.
Here is a Wonderful list to help everyone choose there favorite Scents!
Like helping other's.
Pre de Provence Pure Vegetable Oil Soap - 8.8 oz. bar

With luscious scents and rich lather, these soaps are a customer favorite. Hard-milled to be long-lasting, with Shea Butter and Pure Vegetable Oils to moisturize your skin. Delicately scented and made with all natural ingredients. Individually wrapped bars.

Agrumes (Citrus Fruits) Light citrus blend of grapefruit, citron, and orange.
*Angel's Trumpet Sunny, floral fragrance. Exfoliating.
Apple Pear Summer day in the orchard; fresh and fruity.
Coconut Luscious... The fragrance of the islands.
Green Tea Exotic, sensuous, and tangy.
*Honey Almond Honey and Almond blended into the warm, sweet smell of Provence. Exfoliating.
Jasmin Exotic & floral.
*Juicy Pomegranate Fresh, juicy sweet. Exfoliating.
*Lavender Lavender, the best alternative to a trip to the south of France! Aromatic & woody. Exfoliating.
*Lemongrass Tangy, citrusy, and invigorating. Exfoliating.
*Lime Zest Earthy, citrusy zeal of the lime. Provides the well being of cheer and revitalization. Exfoliating.
Linden Sweet essence of a summer day in Provence. Fresh & clean.
Milk Clean, sweet, and pleasing.
*Mint Leaf Invigorating, refreshing, and restorative. Exfoliating.
Mirabelle Juicy, green floral
Moondance Bright, green, floral
Olive Oil Mild scent, highly moisturizing & non-allergenic. The very best for dry or sensitive skin.

Also good as a baby soap, shaving soap, laundry soap, or kitchen soap.
Peony Subtle, sensual, powdery, and romantic.
Pineapple Scrumptious... Sweet and fruity.
Raspberry Juicy, sunny
*Rose Petal French rose garden in summer. Exfoliating.
*Rosemary Mint Fresh, herbaceous
*Sage Herbal, fresh, and exhilarating. Exfoliating.
Starflower Sparkling, fruity, floral
*Tiare Tropical, creamy floral. Exfoliating.
Verbena Sparkling citrus to excite the senses.
Violette Sugared violets
*White Gardenia A beautiful shrub with fragrant white flowers that create a sweet, silky floral. Exfoliating.

* Asterisks in the list above indicate soaps with exfoliating visible bits of lavender blossoms, rose petals, apricot rind, lemongrass, sage and mint leaves. Along with the richness of shea butter, these botanicals help to exfoliate dead skin cells leaving skin renewed and soft.",GREAT SOAPS AMAZING SMELL,1462752000,5,,2016-05-09,"['love', 'soap', 'company', 'make', 'amazing', 'wonderful', 'list', 'help', 'everyone', 'choose', 'favorite', 'scent', 'like', 'helping', 'otheris', 'pre', 'de', 'provence', 'pure', 'vegetable', 'oil', 'soap', 'oz', 'bar', 'luscious', 'scent', 'rich', 'lather', 'soap', 'customer', 'favorite', 'hard', 'milled', 'long', 'lasting', 'shea', 'butter', 'pure', 'vegetable', 'oil', 'moisturize', 'skin', 'delicately', 'scented', 'made', 'natural', 'ingredient', 'individually', 'wrapped', 'bar', 'agrumes', 'citrus', 'fruit', 'light', 'citrus', 'blend', 'grapefruit', 'citron', 'orange', 'angelis', 'trumpet', 'sunny', 'floral', 'fragrance', 'exfoliating', 'apple', 'pear', 'summer', 'day', 'orchard', 'fresh', 'fruity', 'coconut', 'luscious', 'fragrance', 'island', 'green', 'tea', 'exotic', 'sensuous', 'tangy', 'honey', 'almond', 'honey', 'almond', 'blended', 'warm', 'sweet', 'smell', 'provence', 'exfoliating', 'jasmin', 'exotic', 'floral', 'juicy', 'pomegranate', 'fresh', 'juicy', 'sweet', 'exfoliating', 'lavender', 'lavender', 'best', 'alternative', 'trip', 'south', 'france', 'aromatic', 'woody', 'exfoliating', 'lemongrass', 'tangy', 'citrusy', 'invigorating', 'exfoliating', 'lime', 'zest', 'earthy', 'citrusy', 'zeal', 'lime', 'provides', 'well', 'cheer', 'revitalization', 'exfoliating', 'linden', 'sweet', 'essence', 'summer', 'day', 'provence', 'fresh', 'clean', 'milk', 'clean', 'sweet', 'pleasing', 'mint', 'leaf', 'invigorating', 'refreshing', 'restorative', 'exfoliating', 'mirabelle', 'juicy', 'green', 'floral', 'moondance', 'bright', 'green', 'floral', 'olive', 'oil', 'mild', 'scent', 'highly', 'moisturizing', 'non', 'allergenic', 'best', 'dry', 'sensitive', 'skin', 'also', 'good', 'baby', 'soap', 'shaving', 'soap', 'laundry', 'soap', 'kitchen', 'soap', 'peony', 'subtle', 'sensual', 'powdery', 'romantic', 'pineapple', 'scrumptious', 'sweet', 'fruity', 'raspberry', 'juicy', 'sunny', 'rose', 'petal', 'french', 'rose', 'garden', 'summer', 'exfoliating', 'rosemary', 'mint', 'fresh', 'herbaceous', 'sage', 'herbal', 'fresh', 'exhilarating', 'exfoliating', 'starflower', 'sparkling', 'fruity', 'floral', 'tiare', 'tropical', 'creamy', 'floral', 'exfoliating', 'verbena', 'sparkling', 'citrus', 'excite', 'sens', 'violette', 'sugared', 'violet', 'white', 'gardenia', 'beautiful', 'shrub', 'fragrant', 'white', 'flower', 'create', 'sweet', 'silky', 'floral', 'exfoliating', 'asterisk', 'list', 'indicate', 'soap', 'exfoliating', 'visible', 'bit', 'lavender', 'blossom', 'rose', 'petal', 'apricot', 'rind', 'lemongrass', 'sage', 'mint', 'leaf', 'along', 'richness', 'shea', 'butter', 'botanical', 'help', 'exfoliate', 'dead', 'skin', 'cell', 'leaving', 'skin', 'renewed', 'soft']","['great', 'soap', 'amazing', 'smell']"
